CD196_CCR6,CD117_ckit,CD123_IL_3R,CD19,CD4,CD8a,CD11c,CD16,CD45RA,CD161,CD194_CCR4,CD27,CD57,CD183_CXCR3,CD185_CXCR5,CD38,CD56_NCAM,TCRgd,CD294,CD197_CCR7,CD14,CD3,CD20,CD66b,HLA_DR,IgD,CD127_IL_7Ra
1.157235494459325,0.9770062628892415,0.6653484104149879,0.8576939327247762,0.5603845047556857,1.1048975494599276,2.4459829169419818,6.042811117149043,1.3934049097676864,0.8040508707145673,0.7300028698885882,0.3589776261131163,0.27821010955115033,2.821825511833117,0.12938120911756512,1.598240235690707,0.12733283371868737,3.611435407751732,0.23211328190013064,0.11580464276069624,2.7029429684979167,0.1659555937473472,1.7555469243580412e-6,3.769812031514216,0.4085202277198964,0.005700627037637825,0.7301832557642334
1.6524347093750904,0.9756507239289745,0.6069524457882604,0.8244111266746823,0.6371173474531655,1.0154028205986185,2.2881223125098,6.0182059404483255,1.3560751742983554,0.8397912889019765,1.5673698577429453,0.7167223765568551,0.40830655227470936,2.7039799422303057,0.17238430746619965,1.487381204033421,0.18200475207999972,3.5125730069020076,0.4268871211746662,0.26244359393956307,2.6273056405135273,0.3422816773415802,0.013109818643150351,3.643001985777251,0.3814233418579014,0.027613189492259438,1.619136872023684
1.7309812866309762,1.1871665200559203,0.8735120726236478,1.0879864893762803,0.6675068445553136,1.3136616001788428,2.7340653426698625,6.270834345647275,1.6263383042064774,1.0306299244353654,0.848699565967733,0.3691425037184177,0.27567918689631943,2.9678223610058962,0.1712175905803523,0.9874787859822691,0.14642286769855195,3.797611013135911,0.38714450504096226,0.19367444007125792,2.888787258550792,0.16659476328487682,0.0015503268139460782,3.995629744962577,0.453322380170999,0.04533535788356856,1.6139329231843855
2.369066008090252,1.2276932281250612,0.8150556965319531,1.19996630070946,0.7632997816450242,1.3389818816118932,2.961588646772252,6.3525785348452075,1.746090842845267,0.9065046343622222,1.0854792905292687,0.557194591638239,0.32288354884097215,2.7174130222873716,0.1831332776691459,1.2121717395521219,0.19274997070674516,3.6758504472472664,0.88068494995624,0.4118499057000591,2.7405518466797423,0.24120191172458372,0.08104304902859383,4.355239907697125,0.8178537150524992,0.16604374956645868,2.4119191237664905
2.800497413598709,1.375509849254967,0.8574633205749376,1.5456014712648973,1.2552184361215983,1.5277438536464292,3.187503995226318,6.5238616069279995,2.107531010348893,0.45328764736088434,1.5331975304468237,0.81566091102431,0.4308717597166115,0.21492159903091906,0.1175277949971231,1.4915978863638828,0.17835749712679852,2.450466353099176,0.689479208994374,1.2172221666546257,1.4712533315904697,0.41372765709062576,0.12080527687269131,4.535860286054181,0.9743094877073211,0.3114702999109149,2.037617536057053
2.3424673097144666,0.8506639767103567,0.522708207608948,1.2160509418058383,1.2525455909975494,1.1963043777508575,2.9340415644463853,6.221248237596875,2.5122197541662965,0.3389403933551335,1.3872443771380643,1.3690247687952786,0.5022305325723558,0.19858739885144405,0.08677581587302693,1.7466479744117949,0.1636526306679013,1.9730308302022825,0.4163315787573947,1.3545996267040228,1.075671247124517,0.7934362709479229,0.07094042083389987,4.163163929007102,0.7673495325746431,0.2100637561612277,1.4200523088143777
2.2830225434144316,1.0445090223443891,0.6005113692556197,1.2897817363178339,1.1977808470304838,1.352652912810698,3.2862966070712876,6.370096367645571,3.059870824945466,0.3297937105404692,1.1148728733929434,0.88480006194143,0.3337221024109711,0.11216192672604924,0.02667084944350858,1.255270750148724,0.08395862409614353,1.9984010751752304,0.3260720013733164,0.9050500238177546,0.7574025945342495,0.3969831898012211,0.031714891765879286,4.457486660991309,0.7436002051984695,0.19855059135766337,1.196996070424028
2.7280354536491744,1.2402177841115496,0.7775786579143512,1.5402280166221198,1.3200692395616542,1.5687105864232107,3.5861023074410614,6.574635456600285,3.3997103790791083,0.4266287845931778,1.103213055587336,0.8633695162845177,0.3265130688848107,0.1323471329688318,0.05350468524938084,0.9134558817899284,0.11328423649960798,2.3097028513796194,0.5231501982370212,1.06701029387657,0.9775917008197503,0.35515694175023865,0.10672327770534348,5.13223544283359,1.395423946166605,0.40059972264578575,1.5312889376472962
2.808807278403054,1.31718339163741,0.783510213507749,1.5133650035041524,1.2341333535624723,1.5425182859815814,3.6700784187506144,6.495647883837078,2.0660495034678084,0.39722833226654997,1.0972010046006164,0.9597279223021212,0.5544456339587118,0.2431817233240389,0.06610994657070551,0.9723079541450015,0.156929299267898,2.3370912312400587,0.5709495046905333,1.0756011094478923,1.2589636556549775,0.8061595363205082,0.2325827810394784,5.704331650587628,2.170103351819904,0.7211918539229552,1.8155428742402733
3.2153269476405923,1.2578481600227778,0.7114638406426661,1.467343672914641,0.9410315391968302,1.4021937871843653,3.5907606761699835,6.444096020488718,2.0456024023717987,0.4330376298644628,1.0162683833153163,0.60213060141763,0.4987064807715651,0.21329978334080002,0.109353426230195,0.7581965197344727,0.18412136040097904,2.4596808999684585,0.8196213988962062,1.0691971257430966,1.4214559708367123,0.42633204116740775,0.6469901341951668,6.5580796862407045,3.032804396138262,1.3976067462494948,2.2173049368140125
