CD117,CD11c,CD123,CD127,CD14,CD16,CD161,CD183_CXCR3,CD185_CXCR5,CD19,CD194_CCR4,CD196_CCR6,CD197_CCR7,CD20,CD27,CD294,CD3,CD38,CD4,CD45RA,CD56_NCAM,CD57,CD66b,CD8a,HLA_DR,IgD,TCRgd,cell
0.22640511393141896,0,4.964516888519229e-8,0,1.1045314653480324e-7,0.7721526220839461,0,8.083414851110249e-8,1.0573665833511234e-8,0,0,0,0,0,0,0,1.6744176154311864e-7,0,0,0,2.963472925778754e-7,1.36831161950153e-7,0.08685410815348672,1.1042041368518137e-8,0,0,0,Non-granulocytes
0.9015820308650037,0.07847125036435744,0.02967494114189585,0.040793860017846885,0,0.8251712094094439,1.8631989545730108e-7,0.01673730832524595,4.206248131719178e-9,0.04522207060195006,0,0.1644619984825412,0,3.846499785304237e-7,0.08077481782490886,9.810468835690268e-8,1.1372168300589166e-7,0.036767364342489076,0.013395543100370154,0.010009509753203107,3.109768233213983e-7,0,0.24984608240706818,0.054722630936178726,8.823959492749012e-8,2.111317565803366e-8,0.09544502395451171,Non-granulocytes
0.34134438819980223,0.2928358969772486,0.08344998300035082,0.023154883350196276,0.02196933652220275,0.8631196829599899,0.009133521597825626,8.597266041552802e-8,7.291837602733635e-8,0.07460231036324677,0.043916840108426766,0.10978343850109029,3.439376982772482e-9,7.226006476088743e-8,0.16897370209140383,3.833020516262958e-8,0.009274332707149687,0.08971383258020195,0.1588058807377708,0.08786880029477497,2.2407883233710462e-8,0.006441330891038806,0.2416091214617683,0.2059513106917189,0,3.206118881559548e-8,0.3866037147088858,Non-granulocytes
0.4349762118373488,0.5045526745009841,0.08851886044866235,0.061796567161757125,0.03309396751946642,0.9012216464727529,0.03088809278847376,1.0644689042041444e-7,4.272779224155411e-8,0.09889283540082108,0.04206655616167244,0.22022659546482395,0,1.4560131277441978e-7,0.09621843285778055,2.1446182659384535e-8,0.0014974810447464732,0.08444393777092082,0.13102185680988573,0.13373965793920112,1.4318499340807372e-8,0.006811669650193052,0.41289926573705066,0.28235909435873696,0.007454668103916841,1.3807526363814362e-8,0.4655854453948136,Neutrophils
0.6059318341784087,0.3656043119737358,0.10756114798745499,0.048678018090031624,0.040372462808272856,0.9149320887879788,0.03378089907657353,3.094097813514692e-8,1.0066672676121154e-8,0.19141277640144697,0.05183154913839674,0.10250869357657556,0.01838702480715091,2.8504530278421105e-8,0.07801696681697556,2.1631737436335775e-8,0.02479484678332074,0.15696640210126805,0.13515697075467792,0.2168327407677629,1.5025314870696994e-8,0.019383943339419438,0.49563626585474124,0.37431680743825907,0.03259272281170415,2.9584302240381646e-8,0.4287474432468179,Neutrophils
0.38174996450539794,0.431852259511763,0.07295951573365075,0.038787471602393514,0.04597200866977242,0.8755609770017035,0.02140764642133117,9.367659829224664e-4,2.9951991092100436e-8,0.08813498469887603,0.057146652572093726,0.06413943254265098,0.011052740090576284,1.6351479653006742e-8,0.093130779682980655,1.981306722729206e-8,0.03604556276534112,0.13594035925614195,0.2913588703416513,0.11075200859556399,3.868165603999322e-8,0.02015118963994476,0.5028974526104895,0.191935135794305,0.03350332264644759,1.8714873724226847e-8,0.3882030869739056,Neutrophils
0.34687559820258784,0.5467893424522188,0.07917219876570322,0.10593629062550444,0.057508246871747236,0.9075324984514292,0.03276325386085909,6.33404741790159e-8,7.016858815909981e-9,0.13021180553744208,0.04672907827763221,0.13106144573434667,4.740167612456301e-4,1.9754683228823058e-8,0.04913618214679369,6.360573987497159e-8,0.007571532807372185,0.0972577098057232,0.08433899205025198,0.05819491586253199,4.9273409781179115e-8,0.01644627876444158,0.6553575427762117,0.40895625596420593,0.0768291543488191,1.5638327299480833e-8,0.4431282365280404,Neutrophils
0.8530659050565743,0.5655407498651842,0.05510408734088752,0.11977324904718263,0.07398037846962023,0.886393074141388,0.026223371798979156,0.00307331851920555,3.229876239231362e-8,0.060999542024319967,0.04532053280917246,0.2011846005398917,0.011453706610268777,9.687838080267762e-8,0.05289256964181786,0.009042139095054507,0.007090567522505437,0.12096683844453877,0.04460656907089317,0.07954094109872348,1.3875334644891103e-7,0.014337194387533097,0.7236925546693923,0.13967465869514692,0.1139198432033883,0.008012481311046609,0.33111455003126083,Neutrophils
0.44847137228311496,0.47542999804357783,0.0613977922323052,0.05905028562039766,0.046054414186849024,0.8724301028436197,0.022006620290648805,4.2105361238557755e-8,6.007160393849821e-8,0.10522465999565549,0.03442945801532998,0.2420171022339919,0.0020867266071391533,1.700790884342663e-7,0.07115663733222687,5.6225663318319096e-8,0.009337127848617836,0.10791744999300379,0.13791780304640033,0.0605998543180005,9.957123025071885e-9,0.013028978719855979,0.587801191314098,0.28454256947441414,0.044726439732211624,2.0067927506528496e-8,0.20065075505264465,Neutrophils
0.17626370969324384,0.4305314189229749,0.018951073785901443,0.22299050438801915,0.25385980016104215,0.7972708706471133,0.022493838767361087,0.0013920657133194025,6.067737546113337e-9,0.04756094573593782,0.060854790497043086,0.22566364239429793,0.031215806182688002,9.044616456027754e-8,0.04876211699247862,0.04595857274713241,0.020303706150376275,0.12492439438604078,0.022592482650459288,0.09931051658139207,2.4347141770167306e-8,0.023961053593773,0.6301440554437598,0.10288529017151324,0.07369232704399571,6.493029283458724e-8,0.2200702875957511,Neutrophils
